kind,container,rust_name,python_name,python_rs_line,ported,tested,comment
getter,Timestamp,policy_oid,policy_oid,7832,true,false,""
getter,Timestamp,tsa_name,tsa_name,7839,true,false,""
getter,Timestamp,hash_algorithm,hash_algorithm,7846,true,false,""
getter,Timestamp,message_imprint,message_imprint,7852,true,false,""
method,Timestamp,verify,verify,7864,true,false,""
method,Timestamp,__repr__,__repr__,7870,true,false,""
class,"",PySignature,Signature,7886,true,false,""
getter,Signature,signer_name,signer_name,7894,true,false,""
getter,Signature,reason,reason,7900,true,false,""
getter,Signature,location,location,7906,true,false,""
getter,Signature,contact_info,contact_info,7912,true,false,""
getter,Signature,signing_time,signing_time,7920,true,false,""
getter,Signature,covers_whole_document,covers_whole_document,7929,true,false,""
getter,Signature,pades_level,pades_level,7937,true,false,""
method,Signature,verify,verify,7961,true,false,""
method,Signature,verify_detached,verify_detached,7994,true,false,""
method,Signature,__repr__,__repr__,8023,true,false,""
function,"",plan_split_by_bookmarks,plan_split_by_bookmarks,8159,true,false,""
function,"",split_by_bookmarks,split_by_bookmarks,8186,true,false,""
function,"",prefetch_models,prefetch_models,8221,true,false,""
function,"",model_manifest,model_manifest,8240,true,false,""
function,"",prefetch_available,prefetch_available,8248,true,false,""
function,"",crypto_active_provider,crypto_active_provider,8263,true,false,""
function,"",crypto_available_providers,crypto_available_providers,8278,true,false,""
function,"",crypto_use_fips,crypto_use_fips,8302,true,false,""
function,"",crypto_set_policy,crypto_set_policy,8330,true,false,""
function,"",crypto_policy,crypto_policy,8343,true,false,""
function,"",crypto_inventory,crypto_inventory,8351,true,false,""
function,"",crypto_cbom,crypto_cbom,8361,true,false,""
function,"",py_sign_pdf_bytes,py_sign_pdf_bytes,8385,true,false,""
class,"",PyPadesLevel,PadesLevel,8426,true,false,""
method,PadesLevel,__int__,__int__,8461,true,false,""
method,PadesLevel,__repr__,__repr__,8465,true,false,""
class,"",PyRevocationMaterial,RevocationMaterial,8483,true,false,""
constructor,RevocationMaterial,new,new,8493,true,false,""
class,"",PyDss,Dss,8510,true,false,""
getter,Dss,certs,certs,8519,true,false,""
getter,Dss,crls,crls,8527,true,false,""
getter,Dss,ocsps,ocsps,8531,true,false,""
getter,Dss,vri,vri,8539,true,false,""
function,"",py_sign_pdf_bytes_pades,py_sign_pdf_bytes_pades,8570,true,false,""
function,"",py_has_document_timestamp,py_has_document_timestamp,8649,true,false,""
